Salto,T1,T2,T3,Direccion u organizacion,IP
1,0.108,0.336,0.335,*,111.67.5.252 
2,0.869,1.109,1.120,*,216.14.207.31 
3,1.649,1.653,1.881,*,49.255.129.233
4,84.379,84.588,84.385,*,114.31.196.50 
5,82.119,82.095,82.331,*,114.31.206.52 
6,84.762,84.957,84.739,*,114.31.206.51 
7,*,*,*,*,*
8,*,*,*,*,*
9,*,*,*,*,*
