Salto,T1,T2,T3,Direccion u organizacion,IP
1,0.784,0.792,0.872,45.79.12.201,45.79.12.201
2,1.329,0.555,0.356,45.79.12.4,45.79.12.4
3,0.810,0.786,4.159,dls-b22-link.telia.net,62.115.172.134
4,0.805,0.816,*,dls-b22-link.telia.net,62.115.172.134
5,*,*,*,*,*,*
6,*,*,*,*,*,*
7,*,*,*,*,*,*
8,*,*,*,*,*,*
9,*,*,*,*,*,*
10,*,*,*,*,*,*
